prop,MR,MRR,hits@1,hits@5,hits@10
http://www.wikidata.org/prop/direct/P31,15752.15579994763,0.12354441290096392,0.061796281749148994,0.17072532076459807,0.24927991620843154
http://www.wikidata.org/prop/direct/P106,42856.92857142857,0.001076501057618859,0.0,0.0,0.0
http://www.wikidata.org/prop/direct/P27,51235.416666666664,0.014125705954191757,0.0,0.041666666666666664,0.041666666666666664
http://www.wikidata.org/prop/direct/P36,71597.56521739131,0.00017227679660047104,0.0,0.0,0.0
http://www.wikidata.org/prop/direct/P30,11519.65909090909,0.12932021406661057,0.045454545454545456,0.22727272727272727,0.29545454545454547
http://www.wikidata.org/prop/direct/P37,34272.52419354839,0.009904708273209514,0.0,0.008064516129032258,0.024193548387096774
http://www.wikidata.org/prop/direct/P131,37705.63815789474,0.002311155100704705,0.0,0.0021929824561403508,0.006578947368421052
http://www.wikidata.org/prop/direct/P57,17294.0,5.782352260899734e-05,0.0,0.0,0.0
http://www.wikidata.org/prop/direct/P136,26167.757142857143,0.06678511514236646,0.04285714285714286,0.1,0.11428571428571428
